entity1,entitytype1,predicate,entity2,entitytype2,entity1_resolved,entity1_kind,entity2_resolved,entity2_kind
VISTA (CITY),Community,overlaps_with,200171,Block Group,,community_unknown,060730200171,geoid
VISTA (CITY),Community,overlaps_with,196022,Block Group,,community_unknown,060730196022,geoid
VISTA (CITY),Community,overlaps_with,196023,Block Group,,community_unknown,060730196023,geoid
VISTA UNINCORPORATED,Community,overlaps_with,197011,Block Group,,community_unknown,060730197011,geoid
VISTA UNINCORPORATED,Community,overlaps_with,198091,Block Group,,community_unknown,060730198091,geoid
VISTA UNINCORPORATED,Community,overlaps_with,198093,Block Group,,community_unknown,060730198093,geoid
VISTA UNINCORPORATED,Community,overlaps_with,197012,Block Group,,community_unknown,060730197012,geoid
BORREGO SPRINGS,Community,overlaps_with,210011,Block Group,,community_unknown,060730210011,geoid
BORREGO SPRINGS,Community,overlaps_with,210012,Block Group,,community_unknown,060730210012,geoid
BORREGO SPRINGS,Community,overlaps_with,210021,Block Group,,community_unknown,060730210021,geoid
BORREGO SPRINGS,Community,overlaps_with,210022,Block Group,,community_unknown,060730210022,geoid
BORREGO SPRINGS,Community,overlaps_with,209032,Block Group,,community_unknown,060730209032,geoid
BORREGO SPRINGS,Community,overlaps_with,209033,Block Group,,community_unknown,060730209033,geoid
BORREGO SPRINGS,Community,overlaps_with,210011,Block Group,,community_unknown,060730210011,geoid
BORREGO SPRINGS,Community,overlaps_with,210012,Block Group,,community_unknown,060730210012,geoid
BORREGO SPRINGS,Community,overlaps_with,210013,Block Group,,community_unknown,060730210013,geoid
BORREGO SPRINGS,Community,overlaps_with,210021,Block Group,,community_unknown,060730210021,geoid
BORREGO SPRINGS,Community,overlaps_with,210022,Block Group,,community_unknown,060730210022,geoid
OTAY MESA WEST,Community,overlaps_with,100011,Block Group,85,community_id,060730100011,geoid
OTAY MESA WEST,Community,overlaps_with,100012,Block Group,85,community_id,060730100012,geoid
OTAY MESA WEST,Community,overlaps_with,100031,Block Group,85,community_id,060730100031,geoid
OTAY MESA WEST,Community,overlaps_with,100032,Block Group,85,community_id,060730100032,geoid
OTAY MESA WEST,Community,overlaps_with,100033,Block Group,85,community_id,060730100033,geoid
OTAY MESA WEST,Community,overlaps_with,100034,Block Group,85,community_id,060730100034,geoid
OTAY MESA WEST,Community,overlaps_with,100041,Block Group,85,community_id,060730100041,geoid
OTAY MESA WEST,Community,overlaps_with,100042,Block Group,85,community_id,060730100042,geoid
OTAY MESA WEST,Community,overlaps_with,100101,Block Group,85,community_id,060730100101,geoid
OTAY MESA WEST,Community,overlaps_with,100102,Block Group,85,community_id,060730100102,geoid
OTAY MESA WEST,Community,overlaps_with,100103,Block Group,85,community_id,060730100103,geoid
OTAY MESA WEST,Community,overlaps_with,100111,Block Group,85,community_id,060730100111,geoid
OTAY MESA WEST,Community,overlaps_with,100112,Block Group,85,community_id,060730100112,geoid
OTAY MESA WEST,Community,overlaps_with,100172,Block Group,85,community_id,060730100172,geoid
OTAY MESA WEST,Community,overlaps_with,100191,Block Group,85,community_id,060730100191,geoid
OTAY MESA WEST,Community,overlaps_with,100192,Block Group,85,community_id,060730100192,geoid
OTAY MESA WEST,Community,overlaps_with,101061,Block Group,85,community_id,060730101061,geoid
OTAY MESA WEST,Community,overlaps_with,101062,Block Group,85,community_id,060730101062,geoid
OTAY MESA WEST,Community,overlaps_with,101063,Block Group,85,community_id,060730101063,geoid
OTAY MESA WEST,Community,overlaps_with,101071,Block Group,85,community_id,060730101071,geoid
OTAY MESA WEST,Community,overlaps_with,101072,Block Group,85,community_id,060730101072,geoid
OTAY MESA WEST,Community,overlaps_with,101073,Block Group,85,community_id,060730101073,geoid
OTAY MESA WEST,Community,overlaps_with,101074,Block Group,85,community_id,060730101074,geoid
OTAY MESA WEST,Community,overlaps_with,101112,Block Group,85,community_id,060730101112,geoid
OTAY MESA WEST,Community,overlaps_with,132061,Block Group,85,community_id,060730132061,geoid
OTAY MESA WEST,Community,overlaps_with,133081,Block Group,85,community_id,060730133081,geoid
OTAY MESA WEST,Community,overlaps_with,133082,Block Group,85,community_id,060730133082,geoid
OTAY MESA WEST,Community,overlaps_with,133173,Block Group,85,community_id,060730133173,geoid
JACUMBA,Community,overlaps_with,210013,Block Group,,community_unknown,060730210013,geoid
JACUMBA,Community,overlaps_with,211021,Block Group,,community_unknown,060730211021,geoid
JACUMBA,Community,overlaps_with,211022,Block Group,,community_unknown,060730211022,geoid
PAUMA VALLEY,Community,overlaps_with,191081,Block Group,,community_unknown,060730191081,geoid
PAUMA VALLEY,Community,overlaps_with,209031,Block Group,,community_unknown,060730209031,geoid
S.D. COUNTY,Community,overlaps_with,183012,Block Group,,community_unknown,060730183012,geoid
S.D. COUNTY,Community,overlaps_with,187001,Block Group,,community_unknown,060730187001,geoid
SKYLINE,Community,overlaps_with,31052,Block Group,999,community_id,060730031052,geoid
SKYLINE,Community,overlaps_with,31071,Block Group,999,community_id,060730031071,geoid
SKYLINE,Community,overlaps_with,31072,Block Group,999,community_id,060730031072,geoid
SKYLINE,Community,overlaps_with,31073,Block Group,999,community_id,060730031073,geoid
SKYLINE,Community,overlaps_with,31151,Block Group,999,community_id,060730031151,geoid
SKYLINE,Community,overlaps_with,31153,Block Group,999,community_id,060730031153,geoid
SKYLINE,Community,overlaps_with,32141,Block Group,999,community_id,060730032141,geoid
WARNER SPRINGS,Community,overlaps_with,209033,Block Group,,community_unknown,060730209033,geoid
ESCONDIDO UNINCORPORATED,Community,overlaps_with,203052,Block Group,,community_unknown,060730203052,geoid
SANTEE (CITY),Community,overlaps_with,166072,Block Group,,community_unknown,060730166072,geoid
SANTEE (CITY),Community,overlaps_with,166073,Block Group,,community_unknown,060730166073,geoid
SANTEE (CITY),Community,overlaps_with,166074,Block Group,,community_unknown,060730166074,geoid
SANTEE (CITY),Community,overlaps_with,166102,Block Group,,community_unknown,060730166102,geoid
SANTEE (CITY),Community,overlaps_with,166142,Block Group,,community_unknown,060730166142,geoid
SANTEE (CITY),Community,overlaps_with,166151,Block Group,,community_unknown,060730166151,geoid
SANTEE (CITY),Community,overlaps_with,166101,Block Group,,community_unknown,060730166101,geoid
SANTEE (CITY),Community,overlaps_with,166141,Block Group,,community_unknown,060730166141,geoid
SANTEE (CITY),Community,overlaps_with,166152,Block Group,,community_unknown,060730166152,geoid
VISTA UNINCORPORATED,Community,overlaps_with,199031,Block Group,,community_unknown,060730199031,geoid
VISTA UNINCORPORATED,Community,overlaps_with,192082,Block Group,,community_unknown,060730192082,geoid
VISTA UNINCORPORATED,Community,overlaps_with,196022,Block Group,,community_unknown,060730196022,geoid
BOULEVARD,Community,overlaps_with,211021,Block Group,,community_unknown,060730211021,geoid
RANCHITA,Community,overlaps_with,209032,Block Group,,community_unknown,060730209032,geoid
RANCHITA,Community,overlaps_with,209033,Block Group,,community_unknown,060730209033,geoid
RANCHITA,Community,overlaps_with,209041,Block Group,,community_unknown,060730209041,geoid
RANCHITA,Community,overlaps_with,209042,Block Group,,community_unknown,060730209042,geoid
RANCHITA,Community,overlaps_with,210012,Block Group,,community_unknown,060730210012,geoid
RANCHITA,Community,overlaps_with,210013,Block Group,,community_unknown,060730210013,geoid
RANCHITA,Community,overlaps_with,210021,Block Group,,community_unknown,060730210021,geoid
SPRING VALLEY,Community,overlaps_with,31071,Block Group,,community_unknown,060730031071,geoid
SPRING VALLEY,Community,overlaps_with,31081,Block Group,,community_unknown,060730031081,geoid
SPRING VALLEY,Community,overlaps_with,137023,Block Group,,community_unknown,060730137023,geoid
SPRING VALLEY,Community,overlaps_with,138021,Block Group,,community_unknown,060730138021,geoid
SPRING VALLEY,Community,overlaps_with,138022,Block Group,,community_unknown,060730138022,geoid
SPRING VALLEY,Community,overlaps_with,139051,Block Group,,community_unknown,060730139051,geoid
SPRING VALLEY,Community,overlaps_with,139052,Block Group,,community_unknown,060730139052,geoid
SPRING VALLEY,Community,overlaps_with,139061,Block Group,,community_unknown,060730139061,geoid
SPRING VALLEY,Community,overlaps_with,139062,Block Group,,community_unknown,060730139062,geoid
SPRING VALLEY,Community,overlaps_with,139063,Block Group,,community_unknown,060730139063,geoid
SPRING VALLEY,Community,overlaps_with,139071,Block Group,,community_unknown,060730139071,geoid
SPRING VALLEY,Community,overlaps_with,139072,Block Group,,community_unknown,060730139072,geoid
SPRING VALLEY,Community,overlaps_with,139081,Block Group,,community_unknown,060730139081,geoid
SPRING VALLEY,Community,overlaps_with,139082,Block Group,,community_unknown,060730139082,geoid
SPRING VALLEY,Community,overlaps_with,140013,Block Group,,community_unknown,060730140013,geoid
SPRING VALLEY,Community,overlaps_with,140021,Block Group,,community_unknown,060730140021,geoid
SPRING VALLEY,Community,overlaps_with,140022,Block Group,,community_unknown,060730140022,geoid
SANTEE (CITY),Community,overlaps_with,166072,Block Group,,community_unknown,060730166072,geoid
SANTEE (CITY),Community,overlaps_with,166073,Block Group,,community_unknown,060730166073,geoid
SANTEE (CITY),Community,overlaps_with,166074,Block Group,,community_unknown,060730166074,geoid
SANTEE (CITY),Community,overlaps_with,166152,Block Group,,community_unknown,060730166152,geoid
SABRE SPRINGS,Community,overlaps_with,170392,Block Group,98,community_id,060730170392,geoid
SABRE SPRINGS,Community,overlaps_with,170393,Block Group,98,community_id,060730170393,geoid
SABRE SPRINGS,Community,overlaps_with,170394,Block Group,98,community_id,060730170394,geoid
SABRE SPRINGS,Community,overlaps_with,170395,Block Group,98,community_id,060730170395,geoid
SABRE SPRINGS,Community,overlaps_with,170502,Block Group,98,community_id,060730170502,geoid
SABRE SPRINGS,Community,overlaps_with,170562,Block Group,98,community_id,060730170562,geoid
SABRE SPRINGS,Community,overlaps_with,170671,Block Group,98,community_id,060730170671,geoid
SABRE SPRINGS,Community,overlaps_with,170672,Block Group,98,community_id,060730170672,geoid
SABRE SPRINGS,Community,overlaps_with,170681,Block Group,98,community_id,060730170681,geoid
SABRE SPRINGS,Community,overlaps_with,170682,Block Group,98,community_id,060730170682,geoid
RANCHO ENCANTADA,Community,overlaps_with,170471,Block Group,,community_unknown,060730170471,geoid
RANCHO ENCANTADA,Community,overlaps_with,95041,Block Group,,community_unknown,060730095041,geoid
RANCHO ENCANTADA,Community,overlaps_with,95042,Block Group,,community_unknown,060730095042,geoid
RANCHO ENCANTADA,Community,overlaps_with,95044,Block Group,,community_unknown,060730095044,geoid
RANCHO ENCANTADA,Community,overlaps_with,169011,Block Group,,community_unknown,060730169011,geoid
RANCHO ENCANTADA,Community,overlaps_with,170443,Block Group,,community_unknown,060730170443,geoid
RANCHO ENCANTADA,Community,overlaps_with,170451,Block Group,,community_unknown,060730170451,geoid
RANCHO ENCANTADA,Community,overlaps_with,170101,Block Group,,community_unknown,060730170101,geoid
RANCHO ENCANTADA,Community,overlaps_with,170492,Block Group,,community_unknown,060730170492,geoid
SAN DIEGO,Community,overlaps_with,134251,Block Group,,community_unknown,060730134251,geoid
SAN DIEGO,Community,overlaps_with,213041,Block Group,,community_unknown,060730213041,geoid
VALLEY CENTER,Community,overlaps_with,191031,Block Group,,community_unknown,060730191031,geoid
VALLEY CENTER,Community,overlaps_with,191032,Block Group,,community_unknown,060730191032,geoid
VALLEY CENTER,Community,overlaps_with,191034,Block Group,,community_unknown,060730191034,geoid
VALLEY CENTER,Community,overlaps_with,191052,Block Group,,community_unknown,060730191052,geoid
VALLEY CENTER,Community,overlaps_with,191054,Block Group,,community_unknown,060730191054,geoid
VALLEY CENTER,Community,overlaps_with,191082,Block Group,,community_unknown,060730191082,geoid
VALLEY CENTER,Community,overlaps_with,191093,Block Group,,community_unknown,060730191093,geoid
VALLEY CENTER,Community,overlaps_with,190021,Block Group,,community_unknown,060730190021,geoid
VALLEY CENTER,Community,overlaps_with,191033,Block Group,,community_unknown,060730191033,geoid
VALLEY CENTER,Community,overlaps_with,191091,Block Group,,community_unknown,060730191091,geoid
PALA,Community,overlaps_with,191031,Block Group,,community_unknown,060730191031,geoid
PALA,Community,overlaps_with,191082,Block Group,,community_unknown,060730191082,geoid
PALA,Community,overlaps_with,191093,Block Group,,community_unknown,060730191093,geoid
PALA,Community,overlaps_with,190021,Block Group,,community_unknown,060730190021,geoid
PALA,Community,overlaps_with,191091,Block Group,,community_unknown,060730191091,geoid
PALA,Community,overlaps_with,191092,Block Group,,community_unknown,060730191092,geoid
VISTA (CITY),Community,overlaps_with,192061,Block Group,,community_unknown,060730192061,geoid
VISTA (CITY),Community,overlaps_with,192062,Block Group,,community_unknown,060730192062,geoid
VISTA (CITY),Community,overlaps_with,193033,Block Group,,community_unknown,060730193033,geoid
VISTA (CITY),Community,overlaps_with,194031,Block Group,,community_unknown,060730194031,geoid
VISTA (CITY),Community,overlaps_with,194032,Block Group,,community_unknown,060730194032,geoid
VISTA (CITY),Community,overlaps_with,194041,Block Group,,community_unknown,060730194041,geoid
VISTA (CITY),Community,overlaps_with,194042,Block Group,,community_unknown,060730194042,geoid
VISTA (CITY),Community,overlaps_with,195011,Block Group,,community_unknown,060730195011,geoid
VISTA (CITY),Community,overlaps_with,195012,Block Group,,community_unknown,060730195012,geoid
VISTA (CITY),Community,overlaps_with,195021,Block Group,,community_unknown,060730195021,geoid
VISTA (CITY),Community,overlaps_with,195022,Block Group,,community_unknown,060730195022,geoid
VISTA (CITY),Community,overlaps_with,195031,Block Group,,community_unknown,060730195031,geoid
VISTA (CITY),Community,overlaps_with,195033,Block Group,,community_unknown,060730195033,geoid
VISTA (CITY),Community,overlaps_with,194031,Block Group,,community_unknown,060730194031,geoid
VISTA (CITY),Community,overlaps_with,194032,Block Group,,community_unknown,060730194032,geoid
VISTA (CITY),Community,overlaps_with,194041,Block Group,,community_unknown,060730194041,geoid
VISTA (CITY),Community,overlaps_with,194062,Block Group,,community_unknown,060730194062,geoid
VISTA (CITY),Community,overlaps_with,194063,Block Group,,community_unknown,060730194063,geoid
VISTA (CITY),Community,overlaps_with,195012,Block Group,,community_unknown,060730195012,geoid
VISTA (CITY),Community,overlaps_with,195033,Block Group,,community_unknown,060730195033,geoid
SANTEE (CITY),Community,overlaps_with,166071,Block Group,,community_unknown,060730166071,geoid
SANTEE (CITY),Community,overlaps_with,166081,Block Group,,community_unknown,060730166081,geoid
SANTEE (CITY),Community,overlaps_with,166091,Block Group,,community_unknown,060730166091,geoid
SANTEE (CITY),Community,overlaps_with,166092,Block Group,,community_unknown,060730166092,geoid
SANTEE (CITY),Community,overlaps_with,166093,Block Group,,community_unknown,060730166093,geoid
